,userId,movieId,rating
132479,304,5,3.5
132810,305,0,3.0
132885,305,5,5.0
132981,305,1,2.5
133421,306,2,4.0
133904,307,5,3.0
134278,308,4,3.0
134330,309,5,4.0
135390,310,1,5.0
135612,311,5,4.0
136053,312,2,3.5
138210,313,4,3.0
138398,314,2,4.0
138445,314,1,3.0
138870,315,5,5.0
139638,316,1,2.0
139851,317,1,2.0
139929,318,5,4.0
139997,319,5,4.0
140061,319,1,3.0
140518,320,2,4.0
140687,321,0,3.0
140699,321,6,3.0
141026,322,2,3.5
141053,322,1,3.0
141293,323,0,3.0
141573,324,3,2.0
142073,325,2,5.0
142116,325,1,1.0
142705,326,5,3.0
143517,327,2,3.0
143705,328,0,4.0
143753,328,13,3.0
144210,329,2,2.5
144269,329,1,3.0
145111,330,3,2.0
145281,331,1,4.0
145566,332,0,3.0
145665,333,0,3.5
146066,334,0,3.0
147055,335,5,4.5
147100,336,3,3.0
147386,337,5,3.0
147512,337,1,4.0
147717,338,0,3.0
147797,339,0,5.0
148118,340,6,1.0
148543,341,4,3.0
148864,342,4,2.0
149433,343,1,3.0
149843,344,2,4.0
150757,345,4,4.5
151092,346,1,1.5
151255,347,0,3.0
152231,348,4,3.5
152348,348,1,3.5
152967,349,5,3.0
153015,350,0,5.0
153096,351,1,3.0
153316,352,5,5.0
153488,353,0,3.0
153550,353,4,3.0
153580,353,5,3.0
153628,353,2,3.0
153676,353,1,3.0
154549,354,5,4.0
154567,354,8,2.0
154669,354,2,4.0
154986,355,1,3.0
155274,356,1,1.5
155505,357,5,1.0
155737,358,1,2.5
155815,359,4,4.0
156622,360,1,3.5
156799,361,2,3.0
157108,362,0,3.5
157128,362,4,2.0
157617,363,4,3.0
157710,364,5,5.0
157779,365,0,3.5
157786,365,6,3.5
157838,365,5,4.5
158317,366,6,0.5
158634,366,1,3.0
160091,367,2,2.0
160544,368,0,3.0
160850,369,9,2.0
160903,369,8,3.0
161407,370,0,3.0
162301,371,4,4.5
162725,372,4,4.0
162900,373,2,3.5
162942,374,5,5.0
163040,374,2,4.0
163093,374,1,3.0
163277,375,0,3.0
163502,376,1,2.5
164146,377,0,3.0
164199,377,4,4.0
164306,377,1,2.0
164802,378,0,3.0
164979,379,3,4.0
166070,380,2,4.0
166170,381,6,3.0
166490,382,0,3.0
166624,382,4,5.0
166686,382,3,3.0
166808,382,2,3.0
166868,383,5,4.0
167782,384,8,5.0
168030,384,1,4.0
168834,385,0,4.0
168841,385,4,4.0
168995,386,2,3.5
169010,386,1,2.5
169458,387,5,4.0
169536,387,2,4.0
169567,387,1,3.0
169795,388,0,2.0
169855,389,2,3.5
171724,390,4,3.0
171742,390,5,2.0
171864,390,2,3.0
171892,391,2,3.0
171922,392,0,3.0
172005,392,4,3.0
172045,392,3,2.5
172046,392,5,3.5
172222,392,1,1.0
172880,393,0,4.0
173178,394,0,3.5
173237,394,4,4.0
173668,395,3,2.0
174395,396,0,2.0
174468,396,4,4.5
174991,396,15,3.0
175571,397,0,1.0
175744,398,1,4.0
176471,399,2,4.0
176560,399,1,2.5
178234,400,2,4.0
178595,401,1,4.0
179533,402,0,1.0
179672,403,4,4.0
179708,403,12,0.5
180226,404,1,3.0
181012,405,0,4.0
182379,406,6,3.0
182769,407,1,2.0
182879,408,0,3.0
182894,408,3,5.0
183053,409,1,2.0
183161,410,4,3.0
183168,410,13,1.0
183198,410,5,3.5
183318,410,1,1.0
184026,411,1,3.0
184123,412,1,0.5
184143,413,0,3.0
184581,414,0,3.0
184624,414,16,3.0
185117,415,0,1.0
185139,415,6,3.5
185311,415,14,2.0
185342,415,3,3.0
185456,415,2,3.5
185586,415,1,3.0
187001,416,4,4.5
187496,417,4,5.0
187499,417,5,2.5
187726,418,5,4.0
188048,419,2,3.0
188095,419,1,0.5
188695,420,6,5.0
188903,420,1,4.0
189732,421,5,4.0
190073,422,0,3.5
190158,422,1,3.0
190253,423,1,2.0
190314,424,0,3.0
190855,425,0,3.0
190916,425,4,4.0
190968,426,5,5.0
191109,427,1,2.5
191805,428,1,3.0
192193,429,1,4.5
192878,430,4,3.5
192910,430,2,4.5
193101,431,4,4.0
193260,432,0,0.5
193386,433,0,5.0
193530,434,0,3.0
194036,435,17,4.0
194314,436,0,5.0
194405,436,5,2.0
194519,436,1,3.5
195422,437,5,4.0
195541,437,1,2.5
195946,438,0,5.0
196818,439,7,5.0
196848,440,0,3.0
197372,441,4,2.5
197404,441,5,2.0
198203,442,0,3.0
198238,443,5,4.0
198253,443,8,5.0
198426,444,5,4.0
198436,444,1,3.0
198509,445,14,4.0
198517,445,3,1.0
198652,446,5,5.0
198925,447,5,5.0
199635,448,5,5.0
200039,449,2,4.0
200123,450,1,2.0
200490,451,16,5.0
200498,451,8,4.0
200642,451,1,3.0
200807,452,0,4.0
201374,453,4,3.0
201418,453,3,2.0
201471,453,2,3.0
201897,454,4,5.0
202226,455,8,5.0
202395,456,0,3.0
202621,457,0,3.0
202699,457,4,4.0
203034,458,1,3.0
203730,459,4,4.5
203837,460,2,3.5
204163,461,3,1.5
205209,462,4,4.0
205266,463,4,5.0
205600,464,2,4.0
205631,464,1,1.0
205738,465,0,5.0
206237,466,2,4.5
206823,467,1,3.0
207547,468,6,4.0
207958,469,4,4.0
207988,470,0,2.0
208037,470,4,4.0
209165,471,2,4.0
209344,472,0,4.0
209379,472,4,4.5
209982,473,2,3.5
210329,474,0,4.0
210452,475,4,4.0
210479,475,1,2.5
210968,476,4,3.0
211211,477,2,2.5
211496,478,1,1.5
211551,479,0,5.0
211613,479,14,3.0
211650,479,3,2.0
211669,480,0,3.0
211675,480,6,4.0
211956,481,3,1.5
211999,482,0,3.0
212112,483,0,3.5
212252,483,1,4.5
212859,484,5,3.0
213062,485,13,3.0
213426,486,2,5.0
213430,486,1,3.0
215078,487,1,3.0
216786,488,0,4.0
216889,489,0,3.0
217285,490,2,3.0
217842,491,2,5.0
217878,491,1,4.0
218380,492,0,3.0
218558,493,6,2.0
218618,494,1,3.0
218657,495,0,3.5
218740,495,5,4.5
218840,495,1,3.5
219963,496,1,2.5
220168,497,1,2.0
220412,498,2,4.0
220432,498,1,2.5
220631,499,1,2.0
220705,500,5,3.5
221222,501,2,3.0
221313,502,11,1.0
221825,503,1,3.0
222512,504,2,4.0
222560,505,0,3.0
222660,506,0,5.0
223029,507,1,2.5
223189,508,4,3.0
223358,509,5,5.0
223730,510,5,4.5
224279,511,2,4.0
224710,512,6,4.0
224912,513,3,2.5
225331,514,0,3.0
225543,515,1,3.5
225806,516,5,4.0
226395,517,4,3.0
226807,518,2,5.0
227910,519,4,4.0
228148,520,5,3.5
228731,521,1,2.0
229212,522,5,5.0
229469,523,1,4.0
229613,524,4,2.0
229668,525,4,4.5
229685,526,5,3.0
230315,527,1,2.5
230586,528,4,4.0
230697,528,2,4.0
231382,529,1,3.5
231411,530,0,3.0
231677,531,1,3.0
231700,532,0,1.0
231770,532,5,3.0
231909,532,1,2.0
233029,533,3,2.0
233132,533,2,4.0
233874,534,1,2.5
234402,535,4,4.0
234531,536,2,3.0
235261,537,1,3.0
235527,538,5,5.0
235549,538,8,5.0
235642,538,2,4.0
236055,539,18,4.0
236445,540,4,2.0
236534,540,2,4.0
236884,541,5,4.0
236915,541,8,4.0
237735,541,15,4.5
238749,542,1,3.5
239188,543,1,3.0
239557,544,2,3.5
240356,545,5,4.5
240371,545,8,3.5
240503,545,2,3.0
240614,545,1,2.5
242316,546,4,2.0
243020,547,0,3.0
243291,547,2,3.5
243410,547,1,3.0
245090,548,2,5.0
245677,549,5,2.0
245780,549,2,1.0
246003,550,1,3.5
246729,551,1,4.0
246821,552,3,1.0
247583,553,2,3.5
247998,554,0,3.0
248341,555,5,3.0
248951,556,5,3.5
249462,557,0,3.0
249808,558,4,4.0
250505,559,5,5.0
250874,560,4,3.0
251036,561,0,4.0
251353,562,5,4.0
251575,563,5,3.0
251811,563,1,3.0
253155,564,0,2.0
253563,565,2,3.5
253639,565,1,3.0
254649,566,2,4.0
254754,567,4,4.0
254784,567,3,1.0
254854,567,2,3.0
254920,567,1,1.0
255643,568,4,3.0
255756,568,1,3.0
256760,569,2,3.0
257753,570,6,4.0
257905,571,2,5.0
258089,572,5,4.5
258916,573,5,5.0
259175,574,1,3.5
259489,575,3,0.5
259877,576,4,4.0
259908,576,14,3.0
259933,576,3,2.0
259996,576,2,4.0
260115,577,2,2.0
260459,578,0,4.0
260885,579,0,4.0
260909,580,0,1.0
260936,581,0,5.0
261005,581,4,3.0
261137,582,4,2.0
261158,582,1,2.0
261201,583,0,3.0
261212,583,14,5.0
261362,584,5,5.0
261371,585,0,4.0
261446,585,3,1.0
261586,586,5,4.0
261705,587,2,4.5
261722,588,4,4.0
261756,589,1,3.5
262306,590,4,4.0
262332,590,3,2.0
262333,590,5,4.0
262368,590,2,4.0
262753,591,3,3.0
263118,592,1,1.5
263234,593,5,4.0
263674,594,2,2.5
263759,594,1,3.0
264396,595,1,3.0
264817,596,6,5.0
264920,597,5,3.0
265750,598,1,3.0
266184,599,0,2.0
266197,599,6,3.0
266309,599,2,3.0
266343,599,1,1.5
266484,600,0,3.0
266610,601,4,4.0
267255,602,1,2.0
267595,603,0,2.5
267768,604,2,4.5
268038,605,3,3.0
268058,606,0,3.0
268093,607,5,2.0
268242,608,2,1.5
268256,608,1,1.0
268338,608,17,3.5
268707,609,5,4.0
268821,609,1,4.0
269075,610,3,1.0
269157,610,1,4.0
269530,611,0,1.5
269759,611,2,2.5
269801,611,1,1.5
270066,612,0,3.0
270079,613,6,1.0
270179,613,1,3.0
270543,614,1,3.0
270913,615,0,2.0
271343,616,4,4.0
271415,616,1,3.0
271567,617,0,3.0
271955,618,1,4.0
271994,619,0,3.0
272388,620,3,2.0
272466,620,2,5.0
272508,620,1,3.0
273148,621,3,4.0
273150,621,5,3.5
274214,621,19,3.5
274507,622,5,4.0
274564,622,2,3.0
274841,623,2,4.0
274949,624,2,5.0
275241,625,0,2.0
275425,625,1,1.0
275750,626,0,3.0
275870,627,8,3.0
275972,628,0,4.0
276090,628,5,4.0
276172,628,2,4.5
277090,629,0,3.0
277163,630,1,3.0
278196,631,1,2.5
278405,632,0,3.0
278457,632,4,5.0
278984,633,0,3.5
279087,634,3,2.0
279205,635,2,4.5
279241,636,0,2.5
279822,637,0,2.0
280027,638,14,3.5
280207,639,1,4.0
280289,640,4,3.0
280465,641,5,3.5
280892,642,0,3.0
280907,642,6,0.5
281007,642,11,2.0
281217,642,2,3.0
281380,642,1,3.0
282618,643,0,1.0
282646,643,6,2.0
282776,643,11,2.0
283461,644,2,1.0
283506,644,1,1.0
283631,645,0,2.5
283783,646,5,4.5
283846,646,2,5.0
283886,646,1,3.0
284414,647,5,4.5
284562,647,1,2.0
285474,648,1,3.0
285770,649,4,3.5
285886,650,6,3.0
286019,650,11,3.0
286049,650,4,5.0
286090,650,14,3.0
286306,651,4,4.0
286516,652,0,3.0
287443,653,2,5.0
287802,654,0,4.0
288022,655,5,3.5
288029,655,8,4.5
288094,655,2,3.5
288571,656,1,5.0
289363,657,0,3.0
289444,657,4,3.0
289454,658,0,3.0
289639,659,4,3.0
290029,660,0,4.0
290044,661,4,3.0
290062,662,6,4.0
290467,663,7,4.0
290481,663,2,4.0
290677,664,0,3.0
290840,664,8,4.0
290936,664,2,4.0
291001,664,1,4.0
291414,665,4,3.0
292282,666,1,3.0
292550,667,1,3.0
293007,668,0,3.0
293048,668,5,3.5
293519,669,1,3.0
294158,670,1,3.0
294873,671,1,2.5
294982,672,4,3.5
295011,672,5,3.0
296540,673,4,4.0
296612,674,1,3.0
297257,675,1,1.0
297592,676,1,4.0
297934,677,4,4.0
297967,677,7,5.0
298122,678,4,0.5
298150,679,4,3.0
298382,680,4,3.0
298413,680,1,1.0
298588,681,4,4.0
298721,682,1,1.5
299087,683,3,3.0
299181,683,1,2.5
299398,684,0,3.0
300369,685,1,3.0
300416,686,3,1.0
301364,687,4,2.0
301704,688,2,4.0
301721,688,1,3.0
301901,689,5,3.0
302358,690,3,3.0
302380,691,0,2.5
302524,691,5,4.0
302678,691,1,2.5
303387,692,0,3.0
303656,692,2,3.0
303765,692,1,2.0
304030,693,1,3.0
304663,694,5,5.0
305165,695,3,3.0
305460,696,0,3.0
305631,696,11,3.0
305669,696,4,3.0
305888,696,2,3.0
305923,697,1,4.0
305985,698,0,1.0
306046,699,1,1.5
306606,700,1,2.0
306888,701,1,4.0
307398,702,0,3.0
307777,703,4,3.0
307909,704,4,4.5
308354,705,5,4.0
308433,705,2,3.0
308695,706,4,4.0
308973,707,2,5.0
309156,708,0,4.0
309553,709,0,1.0
309655,710,5,4.0
311084,711,4,4.5
312379,712,2,4.0
312401,712,1,3.0
312576,713,2,4.0
312585,713,1,2.0
312982,714,3,2.0
312983,714,5,2.0
313058,714,2,5.0
313260,715,2,4.0
313862,716,0,4.0
313942,717,5,2.5
314581,718,0,4.0
314654,718,5,5.0
314715,718,2,4.5
314746,718,1,4.5
315743,719,1,3.0
315779,720,0,2.5
315819,720,2,5.0
316570,721,4,4.0
316806,722,3,5.0
317950,723,5,5.0
318013,724,0,3.5
318084,724,3,1.5
318125,724,2,2.0
318168,724,1,4.0
318587,725,1,2.0
318786,726,1,2.5
319694,727,2,4.0
319988,728,4,5.0
319993,728,3,2.0
320019,728,1,2.0
320577,729,1,3.5
321127,730,2,3.0
321169,730,1,2.0
321404,731,0,3.5
321447,731,6,3.0
321703,731,4,3.0
321778,731,14,2.5
321841,731,3,2.0
321848,731,5,3.5
322073,731,2,3.0
322326,731,1,2.5
323207,731,10,2.5
324071,732,2,1.0
324958,733,1,2.5
325264,734,0,3.0
325308,735,0,3.0
325379,735,4,4.0
325911,736,4,5.0
326181,737,0,4.0
326294,737,4,4.0
326760,738,0,4.0
326832,738,4,5.0
326868,738,3,2.0
326949,738,1,4.0
327675,739,5,5.0
327921,740,0,2.0
328096,740,20,2.0
328160,740,4,2.0
328236,740,3,3.0
328382,740,2,3.0
328663,741,2,5.0
328796,742,2,4.5
328949,743,5,4.5
329386,744,1,0.5
329921,745,2,4.5
329971,745,1,2.5
330604,746,21,1.0
330858,747,1,2.5
331414,748,1,3.0
332381,749,2,5.0
332536,750,0,3.0
332573,751,1,0.5
332792,752,5,5.0
333071,753,1,3.0
334211,754,4,3.0
334240,755,6,2.5
334518,756,0,2.0
334613,756,4,2.0
335297,757,1,2.5
336083,758,0,3.0
336350,759,8,3.0
336501,760,0,4.0
336635,760,5,3.5
336678,760,2,3.0
336736,760,1,2.5
338216,761,2,3.0
338743,762,1,3.0
339579,763,5,3.0
339626,763,1,3.0
340131,764,0,3.0
341077,765,5,3.0
341401,766,1,4.0
341568,767,0,2.0
341821,768,4,2.5
341829,768,2,2.5
342138,769,5,4.5
342760,769,19,2.0
343081,770,4,3.0
343112,770,5,4.0
343269,771,3,3.5
343653,772,0,3.0
343698,773,0,1.5
343860,773,2,3.5
344169,773,18,2.0
344409,774,5,4.0
344537,774,2,5.0
345279,775,0,2.0
345363,776,6,3.0
345389,776,14,2.0
345406,776,3,2.0
345634,777,4,5.0
345710,777,1,1.0
345959,778,5,4.0
346023,778,2,5.0
346371,779,2,2.5
346473,779,1,2.5
347637,780,1,3.0
348250,781,1,2.5
348334,781,17,3.5
348433,782,2,3.0
349841,783,4,3.5
350844,784,4,4.0
350865,784,3,2.5
351094,784,19,1.0
351404,785,2,3.5
352085,786,0,3.0
352188,786,4,3.0
352663,787,2,4.5
352968,788,2,5.0
353009,788,1,2.0
353192,789,0,2.0
353405,789,1,3.0
354140,790,2,2.5
354153,790,1,1.5
354500,791,0,3.0
354644,791,3,3.0
354729,791,2,5.0
355838,792,5,4.0
355980,792,2,3.0
357652,793,5,4.0
357686,793,8,4.0
358019,793,1,5.0
358801,794,4,2.0
358953,794,2,4.0
360173,795,1,2.0
360435,796,11,4.0
360735,796,1,1.0
361176,796,10,4.0
361607,797,5,4.5
361730,798,1,3.0
362110,799,17,5.0
362496,800,4,4.5
362673,801,1,3.0
363091,802,3,4.0
363240,803,0,3.0
363326,803,4,4.0
363478,803,1,2.0
363700,804,6,3.0
363809,804,3,3.0
363878,804,2,4.0
363954,804,1,4.0
364121,805,0,2.5
364375,806,1,1.0
364482,807,5,5.0
364514,808,0,2.0
365017,809,5,4.0
365034,809,8,4.0
365340,810,1,2.0
365782,811,6,4.0
366066,812,1,4.0
366202,813,1,3.0
366335,814,0,3.0
367015,815,3,4.0
367037,816,0,3.0
368230,817,1,5.0
368361,818,0,2.0
368380,818,5,4.0
368784,819,8,3.5
368897,819,2,2.0
368973,819,1,2.0
370019,820,1,3.0
370101,821,0,3.0
370218,822,0,4.0
370227,822,6,3.0
371118,823,0,3.0
371196,823,3,3.0
371228,824,5,5.0
371267,825,6,4.5
372006,826,1,2.5
372699,827,11,2.0
372815,827,3,3.0
372960,827,2,2.0
373107,827,1,3.0
373889,828,5,5.0
374175,829,4,3.0
374433,830,3,2.0
375008,831,13,1.0
375028,831,5,4.0
375178,831,1,3.0
375902,832,6,4.0
376071,833,2,5.0
376110,834,0,2.0
376838,835,2,3.0
377234,836,2,5.0
377317,837,0,4.0
378069,838,4,5.0
378070,838,5,4.0
378242,839,1,2.0
378918,840,5,3.0
379435,841,5,4.0
379463,841,8,3.0
379900,842,0,3.0
379920,842,6,4.0
380032,842,11,3.0
380089,842,14,3.0
380214,842,1,3.0
380338,843,3,2.0
380442,843,1,4.0
381019,844,1,2.0
381525,845,0,3.0
381670,845,4,5.0
381706,846,0,4.0
382099,847,1,1.5
382218,848,0,3.0
382642,849,1,2.0
382838,850,4,4.5
383024,851,0,3.0
383151,851,11,3.0
383232,851,3,2.0
383249,851,8,3.0
383538,852,1,2.0
383738,853,3,4.5
383748,853,2,4.5
383836,854,1,2.5
384718,855,6,5.0
385062,856,0,2.5
385340,857,2,5.0
385778,858,5,4.5
385796,859,0,4.0
385850,860,2,4.0
385925,861,1,3.0
386006,862,4,3.5
386146,863,0,3.0
386160,863,6,3.0
386240,863,4,3.0
386495,863,1,3.0
387449,864,3,3.5
387746,865,1,3.0
387960,866,6,4.0
388090,867,2,5.0
388107,867,1,3.0
389279,868,1,1.0
389595,869,0,3.0
390492,870,5,4.0
390529,870,1,3.5
390619,871,13,5.0
390920,872,0,3.5
390928,872,2,3.0
